position,omega,chrom,pos_cum
22501516.0,3.057633,1,22501516.0
22531964.0,9.384356,1,22531964.0
22562412.0,9.001289,1,22562412.0
22592860.0,5.283106,1,22592860.0
22623308.0,8.492778,1,22623308.0
22653756.0,13.46776,1,22653756.0
22684204.0,8.861274,1,22684204.0
22714652.0,6.465766,1,22714652.0
22745100.0,3.492888,1,22745100.0
22775548.0,5.423536,1,22775548.0
22805996.0,5.311502,1,22805996.0
22836444.0,2.542966,1,22836444.0
22866892.0,4.103046,1,22866892.0
22897340.0,4.209247,1,22897340.0
22927788.0,4.921077,1,22927788.0
22958236.0,5.16058,1,22958236.0
22988684.0,10.632941,1,22988684.0
23019132.0,5.935703,1,23019132.0
23049580.0,4.941163,1,23049580.0
23080028.0,7.242476,1,23080028.0
23110476.0,14.366832,1,23110476.0
23140924.0,2.591241,1,23140924.0
23171372.0,3.363868,1,23171372.0
23201820.0,2.891508,1,23201820.0
23232268.0,9.040318,1,23232268.0
23262716.0,4.520214,1,23262716.0
23293164.0,3.956143,1,23293164.0
23323612.0,4.095801,1,23323612.0
23354060.0,7.287417,1,23354060.0
23384508.0,2.938975,1,23384508.0
23414956.0,6.130206,1,23414956.0
23445404.0,2.189288,1,23445404.0
23475852.0,2.381706,1,23475852.0
23506300.0,4.584389,1,23506300.0
23536748.0,3.783088,1,23536748.0
23567196.0,6.403061,1,23567196.0
23597644.0,3.569318,1,23597644.0
23628092.0,2.158182,1,23628092.0
23658540.0,3.662111,1,23658540.0
23688988.0,2.896758,1,23688988.0
23719436.0,9.454369,1,23719436.0
23749884.0,3.063114,1,23749884.0
23780332.0,5.978878,1,23780332.0
23810780.0,3.978295,1,23810780.0
23841228.0,1.755426,1,23841228.0
23871676.0,5.651525,1,23871676.0
23902124.0,2.541782,1,23902124.0
23932572.0,11.933096,1,23932572.0
23963020.0,2.547324,1,23963020.0
23993468.0,4.929561,1,23993468.0
24023916.0,2.175221,1,24023916.0
24054364.0,6.832645,1,24054364.0
24084812.0,3.149992,1,24084812.0
24115260.0,4.273072,1,24115260.0
24145708.0,4.123629,1,24145708.0
24176156.0,3.605024,1,24176156.0
24206604.0,2.360145,1,24206604.0
24237052.0,5.405413,1,24237052.0
24267500.0,9.729383,1,24267500.0
24297948.0,4.307295,1,24297948.0
24328396.0,4.386543,1,24328396.0
24358844.0,3.44892,1,24358844.0
24389292.0,2.763777,1,24389292.0
24419740.0,4.555718,1,24419740.0
24450188.0,3.493012,1,24450188.0
24480636.0,12.093352,1,24480636.0
24511084.0,5.427607,1,24511084.0
24541532.0,3.191153,1,24541532.0
24571980.0,3.02042,1,24571980.0
24602428.0,4.196654,1,24602428.0
24632876.0,19.398819,1,24632876.0
24663324.0,5.331574,1,24663324.0
24693772.0,2.757502,1,24693772.0
24724220.0,3.103543,1,24724220.0
24754668.0,2.764436,1,24754668.0
24785116.0,4.139226,1,24785116.0
24815564.0,4.083093,1,24815564.0
24846012.0,6.424028,1,24846012.0
24876460.0,3.573181,1,24876460.0
24906908.0,4.035182,1,24906908.0
24937356.0,6.494495,1,24937356.0
24967804.0,3.272394,1,24967804.0
24998252.0,4.44157,1,24998252.0
25028700.0,5.523697,1,25028700.0
25059148.0,4.925401,1,25059148.0
25089596.0,3.646802,1,25089596.0
25120044.0,9.59789,1,25120044.0
25150492.0,6.434549,1,25150492.0
25180940.0,3.685701,1,25180940.0
25211388.0,6.523746,1,25211388.0
25241836.0,7.793711,1,25241836.0
25272284.0,23.436352,1,25272284.0
25302732.0,6.009961,1,25302732.0
25333180.0,2.317617,1,25333180.0
25363628.0,9.704627,1,25363628.0
25394076.0,3.693147,1,25394076.0
25424524.0,3.504728,1,25424524.0
25454972.0,5.649707,1,25454972.0
25485420.0,2.737183,1,25485420.0
25515868.0,3.37926,1,25515868.0
25546316.0,5.384511,1,25546316.0
25576764.0,4.870501,1,25576764.0
25607212.0,2.909265,1,25607212.0
25637660.0,2.560089,1,25637660.0
25668108.0,3.377162,1,25668108.0
25698556.0,2.869341,1,25698556.0
25729004.0,4.006953,1,25729004.0
25759452.0,4.179535,1,25759452.0
25789900.0,3.179794,1,25789900.0
25820348.0,2.602675,1,25820348.0
25850796.0,2.623454,1,25850796.0
25881244.0,2.436208,1,25881244.0
25911692.0,4.265841,1,25911692.0
25942140.0,5.796699,1,25942140.0
25972588.0,6.139339,1,25972588.0
26003036.0,2.16429,1,26003036.0
26033484.0,4.559598,1,26033484.0
26063932.0,2.430141,1,26063932.0
26094380.0,3.686478,1,26094380.0
26124828.0,2.90995,1,26124828.0
26155276.0,4.131316,1,26155276.0
26185724.0,7.584935,1,26185724.0
26216172.0,6.726469,1,26216172.0
26246620.0,4.19208,1,26246620.0
26277068.0,3.113102,1,26277068.0
26307516.0,3.75853,1,26307516.0
26337964.0,7.027443,1,26337964.0
26368412.0,11.695672,1,26368412.0
26398860.0,6.116254,1,26398860.0
26429308.0,2.387121,1,26429308.0
26459756.0,3.520345,1,26459756.0
26490204.0,3.168341,1,26490204.0
26520652.0,3.563937,1,26520652.0
26551100.0,4.908683,1,26551100.0
26581548.0,2.776616,1,26581548.0
26611996.0,7.660768,1,26611996.0
26642444.0,3.610716,1,26642444.0
26672892.0,2.36506,1,26672892.0
26703340.0,15.606317,1,26703340.0
26733788.0,4.090292,1,26733788.0
26764236.0,5.945996,1,26764236.0
26794684.0,4.662413,1,26794684.0
26825132.0,6.308072,1,26825132.0
26855580.0,2.894502,1,26855580.0
26886028.0,4.144689,1,26886028.0
26916476.0,5.072965,1,26916476.0
26946924.0,4.154099,1,26946924.0
26977372.0,23.286911,1,26977372.0
27007820.0,9.43357,1,27007820.0
27038268.0,6.616085,1,27038268.0
27068716.0,21.701912,1,27068716.0
27099164.0,56.729195,1,27099164.0
27129612.0,2.810822,1,27129612.0
27160060.0,3.07204,1,27160060.0
27190508.0,1.972973,1,27190508.0
27220956.0,35.919815,1,27220956.0
27251404.0,4.814642,1,27251404.0
27281852.0,5.717947,1,27281852.0
27312300.0,2.766382,1,27312300.0
27342748.0,6.325408,1,27342748.0
27373196.0,2.633036,1,27373196.0
27403644.0,2.637221,1,27403644.0
27434092.0,4.103853,1,27434092.0
27464540.0,9.560603,1,27464540.0
27494988.0,4.510163,1,27494988.0
27525436.0,3.16229,1,27525436.0
27555884.0,8.663988,1,27555884.0
27586332.0,7.847845,1,27586332.0
27616780.0,2.630721,1,27616780.0
27647228.0,3.389279,1,27647228.0
27677676.0,2.777725,1,27677676.0
27708124.0,6.119488,1,27708124.0
27738572.0,2.518703,1,27738572.0
27769020.0,3.859174,1,27769020.0
27799468.0,2.946179,1,27799468.0
27829916.0,4.502604,1,27829916.0
27860364.0,3.412223,1,27860364.0
27890812.0,2.292719,1,27890812.0
27921260.0,2.301406,1,27921260.0
27951708.0,18.57732,1,27951708.0
27982156.0,4.085475,1,27982156.0
28012604.0,3.980874,1,28012604.0
28043052.0,12.30752,1,28043052.0
28073500.0,4.31554,1,28073500.0
28103948.0,10.692937,1,28103948.0
28134396.0,8.332949,1,28134396.0
28164844.0,8.467761,1,28164844.0
28195292.0,7.288493,1,28195292.0
28225740.0,3.450831,1,28225740.0
28256188.0,2.065369,1,28256188.0
28286636.0,2.305141,1,28286636.0
28317084.0,3.407585,1,28317084.0
28347532.0,9.613743,1,28347532.0
28377980.0,3.132054,1,28377980.0
28408428.0,13.903254,1,28408428.0
28438876.0,3.096197,1,28438876.0
28469324.0,2.922128,1,28469324.0
28499772.0,2.966604,1,28499772.0
28530220.0,3.604752,1,28530220.0
28560668.0,4.16661,1,28560668.0
28591116.0,2.447093,1,28591116.0
28621564.0,19.211561,1,28621564.0
28652012.0,5.113076,1,28652012.0
28682460.0,3.365558,1,28682460.0
28712908.0,1.946089,1,28712908.0
28743356.0,4.851967,1,28743356.0
28773804.0,29.685682,1,28773804.0
28804252.0,3.374383,1,28804252.0
28834700.0,15.169226,1,28834700.0
28865148.0,55.345802,1,28865148.0
28895596.0,4.166346,1,28895596.0
28926044.0,7.585102,1,28926044.0
28956492.0,5.229687,1,28956492.0
28986940.0,8.015278,1,28986940.0
29017388.0,2.662696,1,29017388.0
29047836.0,18.258976,1,29047836.0
29078284.0,15.79659,1,29078284.0
29108732.0,6.615993,1,29108732.0
29139180.0,3.58908,1,29139180.0
29169628.0,3.279357,1,29169628.0
29200076.0,2.754695,1,29200076.0
29230524.0,9.013039,1,29230524.0
29260972.0,2.543428,1,29260972.0
29291420.0,2.297431,1,29291420.0
29321868.0,2.077045,1,29321868.0
29352316.0,16.994932,1,29352316.0
29382764.0,3.633709,1,29382764.0
29413212.0,2.7957,1,29413212.0
29443660.0,13.008885,1,29443660.0
29474108.0,3.726087,1,29474108.0
29504556.0,5.789702,1,29504556.0
29535004.0,2.329926,1,29535004.0
29565452.0,3.017917,1,29565452.0
29595900.0,4.654594,1,29595900.0
29626348.0,2.789469,1,29626348.0
29656796.0,2.296305,1,29656796.0
29687244.0,10.105442,1,29687244.0
29717692.0,11.026793,1,29717692.0
29748140.0,2.478624,1,29748140.0
29778588.0,8.230138,1,29778588.0
29809036.0,3.510178,1,29809036.0
29839484.0,2.451901,1,29839484.0
29869932.0,6.717713,1,29869932.0
29900380.0,2.393714,1,29900380.0
29930828.0,4.80611,1,29930828.0
29961276.0,2.196403,1,29961276.0
29991724.0,2.035081,1,29991724.0
30022172.0,2.018041,1,30022172.0
30052620.0,1.759742,1,30052620.0
30083068.0,2.454598,1,30083068.0
30113516.0,4.427063,1,30113516.0
30143964.0,5.482879,1,30143964.0
30174412.0,3.443683,1,30174412.0
30204860.0,17.302601,1,30204860.0
30235308.0,2.918297,1,30235308.0
30265756.0,2.84993,1,30265756.0
30296204.0,2.065399,1,30296204.0
30326652.0,230.36615,1,30326652.0
30357100.0,8.693197,1,30357100.0
30387548.0,7.662803,1,30387548.0
30417996.0,0.0,1,30417996.0
71093.0,0.0,2,30489089.0
90739.0234,3.28693,2,30508735.0234
110385.0469,4.363197,2,30528381.0469
130031.0703,4.541978,2,30548027.0703
149677.0938,5.932095,2,30567673.0938
169323.1094,7.225361,2,30587319.1094
188969.125,4.061191,2,30606965.125
208615.1406,2.790804,2,30626611.1406
228261.1562,2.474401,2,30646257.1562
247907.1719,30.318001,2,30665903.1719
267553.1875,2.514797,2,30685549.1875
287199.2188,3.419233,2,30705195.2188
306845.25,13.397307,2,30724841.25
326491.2812,4.439988,2,30744487.2812
346137.3125,3.064378,2,30764133.3125
365783.3438,6.431073,2,30783779.3438
385429.375,5.465107,2,30803425.375
405075.4062,7.943672,2,30823071.4062
424721.4375,4.222752,2,30842717.4375
444367.4688,2.698014,2,30862363.4688
464013.5,3.777683,2,30882009.5
483659.5312,2.763698,2,30901655.5312
503305.5625,3.748913,2,30921301.5625
522951.5938,6.504768,2,30940947.5938
542597.625,1.852767,2,30960593.625
562243.625,2.848216,2,30980239.625
581889.625,3.610722,2,30999885.625
601535.625,271.643311,2,31019531.625
621181.625,3.954901,2,31039177.625
640827.625,3.553683,2,31058823.625
660473.625,3.994203,2,31078469.625
680119.625,5.932023,2,31098115.625
699765.625,2.636546,2,31117761.625
719411.625,12.270488,2,31137407.625
739057.625,12.270488,2,31157053.625
758703.625,3.95393,2,31176699.625
778349.625,3.385984,2,31196345.625
797995.625,2.40618,2,31215991.625
817641.625,2.718425,2,31235637.625
837287.625,52.517563,2,31255283.625
856933.625,7.27954,2,31274929.625
876579.625,12.500332,2,31294575.625
896225.625,538.402893,2,31314221.625
915871.625,18.11125,2,31333867.625
935517.625,3.845377,2,31353513.625
955163.625,2.904608,2,31373159.625
974809.625,1.982302,2,31392805.625
994455.625,5.724301,2,31412451.625
1014101.625,8.78387,2,31432097.625
1033747.625,5.330445,2,31451743.625
1053393.625,6.865022,2,31471389.625
1073039.625,3.012223,2,31491035.625
1092685.625,5.988356,2,31510681.625
1112331.625,7.9868,2,31530327.625
1131977.625,2.151816,2,31549973.625
1151623.625,2.466196,2,31569619.625
1171269.625,2.801852,2,31589265.625
1190915.625,3.629874,2,31608911.625
1210561.625,7.146457,2,31628557.625
1230207.625,7.146457,2,31648203.625
1249853.625,5.040791,2,31667849.625
1269499.625,3.529694,2,31687495.625
1289145.625,2.160291,2,31707141.625
1308791.625,1.662473,2,31726787.625
1328437.625,31.602444,2,31746433.625
1348083.625,6.134268,2,31766079.625
1367729.625,5.927384,2,31785725.625
1387375.625,2.513772,2,31805371.625
1407021.625,4.790009,2,31825017.625
1426667.625,5.113551,2,31844663.625
1446313.625,2.857881,2,31864309.625
1465959.625,3.148855,2,31883955.625
1485605.625,1.855749,2,31903601.625
1505251.625,2.033019,2,31923247.625
1524897.625,6.771603,2,31942893.625
1544543.625,1.940144,2,31962539.625
1564189.625,2.793807,2,31982185.625
1583835.625,2.655871,2,32001831.625
1603481.625,2.632616,2,32021477.625
1623127.625,2.000038,2,32041123.625
1642773.625,4.218323,2,32060769.625
1662419.625,4.087098,2,32080415.625
1682065.625,4.639166,2,32100061.625
1701711.625,3.447186,2,32119707.625
1721357.625,2.545967,2,32139353.625
1741003.625,3.734322,2,32158999.625
1760649.625,14.409114,2,32178645.625
1780295.625,247.867477,2,32198291.625
1799941.625,11.418344,2,32217937.625
1819587.625,25.585104,2,32237583.625
1839233.625,3.585503,2,32257229.625
1858879.625,3.600986,2,32276875.625
1878525.625,3.753506,2,32296521.625
1898171.625,3.154354,2,32316167.625
1917817.625,5.648684,2,32335813.625
1937463.625,5.737532,2,32355459.625
1957109.625,58.73101,2,32375105.625
1976755.625,9.443071,2,32394751.625
1996401.625,7.628334,2,32414397.625
2016047.625,2.716392,2,32434043.625
2035693.625,2.620299,2,32453689.625
2055339.625,1.994426,2,32473335.625
2074985.625,5.783017,2,32492981.625
2094631.625,4.99356,2,32512627.625
2114277.75,6.806688,2,32532273.75
2133923.75,97.222557,2,32551919.75
2153569.75,8.053707,2,32571565.75
2173215.75,2.723523,2,32591211.75
2192861.75,3.008608,2,32610857.75
2212507.75,2.231687,2,32630503.75
2232153.75,1.900174,2,32650149.75
2251799.75,2.108456,2,32669795.75
2271445.75,2.040888,2,32689441.75
2291091.75,2.30881,2,32709087.75
2310737.75,3.859153,2,32728733.75
2330383.75,3.242896,2,32748379.75
2350029.75,3.656473,2,32768025.75
2369675.75,1.883398,2,32787671.75
2389321.75,2.145324,2,32807317.75
2408967.75,3.437903,2,32826963.75
2428613.75,6.044982,2,32846609.75
2448259.75,3.229184,2,32866255.75
2467905.75,1.691565,2,32885901.75
2487551.75,3.214016,2,32905547.75
2507197.75,1.437037,2,32925193.75
2526843.75,1.565743,2,32944839.75
2546489.75,13.289606,2,32964485.75
2566135.75,49.539001,2,32984131.75
2585781.75,84.727867,2,33003777.75
2605427.75,2.400656,2,33023423.75
2625073.75,1.399357,2,33043069.75
2644719.75,1.399357,2,33062715.75
2664365.75,1.399357,2,33082361.75
2684011.75,1.399357,2,33102007.75
2703657.75,2.502555,2,33121653.75
2723303.75,18.273008,2,33141299.75
2742949.75,1.204175,2,33160945.75
2762595.75,4.680845,2,33180591.75
2782241.75,1.326083,2,33200237.75
2801887.75,5.569176,2,33219883.75
2821533.75,28.188051,2,33239529.75
2841179.75,1.423851,2,33259175.75
2860825.75,1.82355,2,33278821.75
2880471.75,1.82355,2,33298467.75
2900117.75,3.352462,2,33318113.75
2919763.75,4.163296,2,33337759.75
2939409.75,4.631483,2,33357405.75
2959055.75,3.817246,2,33377051.75
2978701.75,10.978014,2,33396697.75
2998347.75,5.604752,2,33416343.75
3017993.75,8.630373,2,33435989.75
3037639.75,6.660777,2,33455635.75
3057285.75,7.443093,2,33475281.75
3076931.75,6.275357,2,33494927.75
3096577.75,4.156172,2,33514573.75
3116223.75,4.156172,2,33534219.75
3135869.75,3.153484,2,33553865.75
3155515.75,4.557461,2,33573511.75
3175161.75,0.0,2,33593157.75
3194807.75,0.0,2,33612803.75
3214453.75,0.0,2,33632449.75
3234099.75,0.0,2,33652095.75
3253745.75,0.0,2,33671741.75
3273391.75,0.0,2,33691387.75
3293037.75,0.0,2,33711033.75
3312683.75,0.0,2,33730679.75
3332329.75,0.0,2,33750325.75
3351975.75,0.0,2,33769971.75
3371621.75,0.0,2,33789617.75
3391267.75,0.0,2,33809263.75
3410913.75,0.0,2,33828909.75
3430559.75,0.0,2,33848555.75
3450205.75,0.0,2,33868201.75
3469851.75,0.0,2,33887847.75
3489497.75,0.0,2,33907493.75
3509143.75,0.0,2,33927139.75
3528789.75,3.310461,2,33946785.75
3548435.75,2.119536,2,33966431.75
3568081.75,1.136517,2,33986077.75
3587727.75,6.72285,2,34005723.75
3607373.75,0.993371,2,34025369.75
3627019.75,1.056056,2,34045015.75
3646665.75,1.211832,2,34064661.75
3666311.75,1.259692,2,34084307.75
3685957.75,1.99818,2,34103953.75
3705603.75,1.827875,2,34123599.75
3725249.75,1.299528,2,34143245.75
3744895.75,7.557145,2,34162891.75
3764541.75,190.655945,2,34182537.75
3784187.75,2.880228,2,34202183.75
3803833.75,2.193305,2,34221829.75
3823479.75,2.080969,2,34241475.75
3843125.75,2.837462,2,34261121.75
3862771.75,2.837462,2,34280767.75
3882417.75,48.679752,2,34300413.75
3902063.75,1.266706,2,34320059.75
3921709.75,50.722786,2,34339705.75
3941355.75,0.998031,2,34359351.75
3961001.75,2.187596,2,34378997.75
3980647.75,2.394862,2,34398643.75
4000293.75,2.394862,2,34418289.75
4019939.75,2.394862,2,34437935.75
4039585.75,2.394862,2,34457581.75
4059231.75,2.656345,2,34477227.75
4078877.75,72.343513,2,34496873.75
4098523.75,7.813922,2,34516519.75
4118169.75,4.938249,2,34536165.75
4137815.75,1.380744,2,34555811.75
4157461.75,2.221467,2,34575457.75
4177107.75,241.940033,2,34595103.75
4196754.0,7.587723,2,34614750.0
4216400.0,2.097092,2,34634396.0
4236046.0,2.028132,2,34654042.0
4255692.0,7.827817,2,34673688.0
4275338.0,13.215739,2,34693334.0
4294984.0,6.607829,2,34712980.0
4314630.0,2.130427,2,34732626.0
4334276.0,37.325333,2,34752272.0
4353922.0,2.5915,2,34771918.0
4373568.0,3.342098,2,34791564.0
4393214.0,0.0,2,34811210.0
4412860.0,0.0,2,34830856.0
4432506.0,8.360476,2,34850502.0
4452152.0,9.472308,2,34870148.0
4471798.0,9.472308,2,34889794.0
4491444.0,0.0,2,34909440.0
4511090.0,0.0,2,34929086.0
4530736.0,0.0,2,34948732.0
4550382.0,26.572193,2,34968378.0
4570028.0,1.517119,2,34988024.0
4589674.0,1.063247,2,35007670.0
4609320.0,2.653488,2,35027316.0
4628966.0,7.043382,2,35046962.0
4648612.0,1.422487,2,35066608.0
4668258.0,1.406484,2,35086254.0
4687904.0,7.682026,2,35105900.0
4707550.0,8.134356,2,35125546.0
4727196.0,1.36902,2,35145192.0
4746842.0,1.854876,2,35164838.0
4766488.0,1.66067,2,35184484.0
4786134.0,1.635018,2,35204130.0
4805780.0,1.972893,2,35223776.0
4825426.0,1.197638,2,35243422.0
4845072.0,2.064267,2,35263068.0
4864718.0,3.694608,2,35282714.0
4884364.0,3.694608,2,35302360.0
4904010.0,3.694608,2,35322006.0
4923656.0,3.694608,2,35341652.0
4943302.0,43.58852,2,35361298.0
4962948.0,58.891842,2,35380944.0
4982594.0,2.041463,2,35400590.0
5002240.0,2.322203,2,35420236.0
5021886.0,1.777277,2,35439882.0
5041532.0,2.593588,2,35459528.0
5061178.0,1.705802,2,35479174.0
5080824.0,1.488893,2,35498820.0
5100470.0,3.597773,2,35518466.0
5120116.0,7.328294,2,35538112.0
5139762.0,7.328294,2,35557758.0
5159408.0,7.328294,2,35577404.0
5179054.0,1.802915,2,35597050.0
5198700.0,2.394598,2,35616696.0
5218346.0,1.744459,2,35636342.0
5237992.0,1.985252,2,35655988.0
5257638.0,4.444402,2,35675634.0
5277284.0,4.444402,2,35695280.0
5296930.0,1.623983,2,35714926.0
5316576.0,1.54278,2,35734572.0
5336222.0,1.876059,2,35754218.0
5355868.0,4.857784,2,35773864.0
5375514.0,3.968841,2,35793510.0
5395160.0,4.904035,2,35813156.0
5414806.0,15.277003,2,35832802.0
5434452.0,3.109714,2,35852448.0
5454098.0,1.422082,2,35872094.0
5473744.0,2.90304,2,35891740.0
5493390.0,2.90304,2,35911386.0
5513036.0,2.156761,2,35931032.0
5532682.0,67.874474,2,35950678.0
5552328.0,2.882199,2,35970324.0
5571974.0,12.218909,2,35989970.0
5591620.0,3.023282,2,36009616.0
5611266.0,23.597321,2,36029262.0
5630912.0,1.602276,2,36048908.0
5650558.0,2.448759,2,36068554.0
5670204.0,3.775651,2,36088200.0
5689850.0,3.098036,2,36107846.0
5709496.0,3.778511,2,36127492.0
5729142.0,1.501805,2,36147138.0
5748788.0,2.862742,2,36166784.0
5768434.0,2.2313,2,36186430.0
5788080.0,1.712532,2,36206076.0
5807726.0,9.625996,2,36225722.0
5827372.0,6.455959,2,36245368.0
5847018.0,54.500881,2,36265014.0
5866664.0,54.500881,2,36284660.0
5886310.0,42.858967,2,36304306.0
5905956.0,9.049523,2,36323952.0
5925602.0,6.809191,2,36343598.0
5945248.0,6.721246,2,36363244.0
5964894.0,11.126291,2,36382890.0
5984540.0,10.455681,2,36402536.0
6004186.0,3.177643,2,36422182.0
6023832.0,5.938781,2,36441828.0
6043478.0,2.368983,2,36461474.0
6063124.0,10.830507,2,36481120.0
6082770.0,10.830507,2,36500766.0
6102416.0,11.997412,2,36520412.0
6122062.0,11.997412,2,36540058.0
6141708.0,11.997412,2,36559704.0
6161354.0,11.054263,2,36579350.0
6181000.0,1.608966,2,36598996.0
6200646.0,19.850576,2,36618642.0
6220292.0,2.235788,2,36638288.0
6239938.0,7.059919,2,36657934.0
6259584.0,5.507143,2,36677580.0
6279230.0,2.462604,2,36697226.0
6298876.0,13.302734,2,36716872.0
6318522.0,4.787879,2,36736518.0
6338168.0,13.527705,2,36756164.0
6357814.0,10.270783,2,36775810.0
6377460.0,2.197327,2,36795456.0
6397106.0,4.473396,2,36815102.0
6416752.0,3.379907,2,36834748.0
6436398.0,1.942968,2,36854394.0
6456044.0,2.147087,2,36874040.0
6475690.0,2.958525,2,36893686.0
6495336.0,1.990044,2,36913332.0
6514982.0,1.718963,2,36932978.0
6534628.0,2.279927,2,36952624.0
6554274.0,3.787359,2,36972270.0
6573920.0,8.488879,2,36991916.0
6593566.0,8.488879,2,37011562.0
6613212.0,1.505056,2,37031208.0
6632858.0,7.090085,2,37050854.0
6652504.0,5.265357,2,37070500.0
6672150.0,13.586831,2,37090146.0
6691796.0,2.685409,2,37109792.0
6711442.0,2.526149,2,37129438.0
6731088.0,1.742247,2,37149084.0
6750734.0,1.931679,2,37168730.0
6770380.0,1.48699,2,37188376.0
6790026.0,5.684438,2,37208022.0
6809672.0,3.309887,2,37227668.0
6829318.0,4.772968,2,37247314.0
6848964.0,4.571217,2,37266960.0
6868610.0,7.323673,2,37286606.0
6888256.0,5.39596,2,37306252.0
6907902.0,5.175251,2,37325898.0
6927548.0,2.803393,2,37345544.0
6947194.0,6.208696,2,37365190.0
6966840.0,1.759369,2,37384836.0
6986486.0,28.568628,2,37404482.0
7006132.0,4.821344,2,37424128.0
7025778.0,4.604232,2,37443774.0
7045424.0,3.573611,2,37463420.0
7065070.0,3.59484,2,37483066.0
7084716.0,2.966001,2,37502712.0
7104362.0,4.041543,2,37522358.0
7124008.0,3.696695,2,37542004.0
7143654.0,2.513191,2,37561650.0
7163300.0,4.409038,2,37581296.0
7182946.0,7.536525,2,37600942.0
7202592.0,8.526471,2,37620588.0
7222238.0,3.281743,2,37640234.0
7241884.0,4.168944,2,37659880.0
7261530.0,4.389417,2,37679526.0
7281176.0,3.556218,2,37699172.0
7300822.0,5.29529,2,37718818.0
7320468.0,5.541814,2,37738464.0
7340114.0,12.613917,2,37758110.0
7359760.0,1.808382,2,37777756.0
7379406.0,5.670217,2,37797402.0
7399052.0,12.391301,2,37817048.0
7418698.0,5.014974,2,37836694.0
7438344.0,2.585387,2,37856340.0
7457990.0,2.998756,2,37875986.0
7477636.0,5.081713,2,37895632.0
7497282.0,11.632185,2,37915278.0
7516928.0,9.870615,2,37934924.0
7536574.0,2.856786,2,37954570.0
7556220.0,2.25804,2,37974216.0
7575866.0,5.771068,2,37993862.0
7595512.0,13.121326,2,38013508.0
7615158.0,5.175812,2,38033154.0
7634804.0,3.70073,2,38052800.0
7654450.0,2.597291,2,38072446.0
7674096.0,2.229467,2,38092092.0
7693742.0,2.662177,2,38111738.0
7713388.0,3.362604,2,38131384.0
7733034.0,4.51931,2,38151030.0
7752680.0,4.220555,2,38170676.0
7772326.0,15.821884,2,38190322.0
7791972.0,16.129406,2,38209968.0
7811618.0,6.789224,2,38229614.0
7831264.0,3.078662,2,38249260.0
7850910.0,4.711042,2,38268906.0
7870556.0,21.260862,2,38288552.0
7890202.0,8.500866,2,38308198.0
7909848.0,3.356343,2,38327844.0
7929494.0,3.256747,2,38347490.0
7949140.0,3.539339,2,38367136.0
7968786.0,2.365155,2,38386782.0
7988432.0,14.897606,2,38406428.0
8008078.0,6.27215,2,38426074.0
8027724.0,2.8173,2,38445720.0
8047370.0,4.928938,2,38465366.0
8067016.0,3.213864,2,38485012.0
8086662.0,4.332998,2,38504658.0
8106308.0,5.463788,2,38524304.0
8125954.0,5.571564,2,38543950.0
8145600.0,3.680371,2,38563596.0
8165246.0,3.378692,2,38583242.0
8184892.0,6.439259,2,38602888.0
8204538.0,10.985474,2,38622534.0
8224184.0,6.811134,2,38642180.0
8243830.0,5.484843,2,38661826.0
8263476.0,2.408465,2,38681472.0
8283122.0,8.074759,2,38701118.0
8302768.0,3.681977,2,38720764.0
8322414.0,4.544003,2,38740410.0
8342060.0,5.238514,2,38760056.0
8361706.0,2.129343,2,38779702.0
8381352.0,6.224586,2,38799348.0
8400998.0,2.930075,2,38818994.0
8420644.0,7.960258,2,38838640.0
8440290.0,2.407211,2,38858286.0
8459936.0,8.75207,2,38877932.0
8479582.0,4.603004,2,38897578.0
8499228.0,12.052033,2,38917224.0
8518874.0,5.495907,2,38936870.0
8538520.0,4.296381,2,38956516.0
8558166.0,5.129741,2,38976162.0
8577812.0,4.487367,2,38995808.0
8597458.0,2.342817,2,39015454.0
8617104.0,1.799215,2,39035100.0
8636750.0,4.352172,2,39054746.0
8656396.0,4.35721,2,39074392.0
8676042.0,2.433869,2,39094038.0
8695688.0,3.306367,2,39113684.0
8715334.0,11.943474,2,39133330.0
8734980.0,3.50792,2,39152976.0
8754626.0,4.0674,2,39172622.0
8774272.0,5.434434,2,39192268.0
8793918.0,2.042028,2,39211914.0
8813564.0,3.224872,2,39231560.0
8833210.0,8.604103,2,39251206.0
8852856.0,6.203083,2,39270852.0
8872502.0,4.756582,2,39290498.0
8892148.0,5.393471,2,39310144.0
8911794.0,4.968071,2,39329790.0
8931440.0,3.994374,2,39349436.0
8951086.0,7.66724,2,39369082.0
8970732.0,11.855019,2,39388728.0
8990378.0,3.329866,2,39408374.0
9010024.0,2.632644,2,39428020.0
9029670.0,2.510506,2,39447666.0
9049316.0,3.328226,2,39467312.0
9068962.0,17.678219,2,39486958.0
9088608.0,3.1315,2,39506604.0
9108254.0,5.042906,2,39526250.0
9127900.0,3.025399,2,39545896.0
9147546.0,2.18212,2,39565542.0
9167192.0,3.118068,2,39585188.0
9186838.0,5.145076,2,39604834.0
9206484.0,4.782927,2,39624480.0
9226130.0,8.390094,2,39644126.0
9245776.0,16.108343,2,39663772.0
9265422.0,2.737224,2,39683418.0
9285068.0,2.761388,2,39703064.0
9304714.0,2.715907,2,39722710.0
9324360.0,7.580232,2,39742356.0
9344006.0,3.248295,2,39762002.0
9363652.0,6.219945,2,39781648.0
9383298.0,4.922675,2,39801294.0
9402944.0,2.860399,2,39820940.0
